"","year","track","artist","track_title","line","lyric","decade"
"3869","1998","""I Believe I Can Fly""","R. Kelly","I Believe I Can Fly",51,"Fly-eye-eye","1990s"
"3870","1998","""MMMBop""","Hanson","MMMBop",1,"Oh","1990s"
"3871","1998","""MMMBop""","Hanson","MMMBop",2,"Oh oh oh","1990s"
"3872","1998","""MMMBop""","Hanson","MMMBop",3,"Oh oh","1990s"
"3873","1998","""MMMBop""","Hanson","MMMBop",4,"Oh yeah","1990s"
"3874","1998","""MMMBop""","Hanson","MMMBop",5,"You have so many relationships in this life","1990s"
"3875","1998","""MMMBop""","Hanson","MMMBop",6,"Only one or two will last","1990s"
"3876","1998","""MMMBop""","Hanson","MMMBop",7,"You're going through all the pain and strife","1990s"
"3877","1998","""MMMBop""","Hanson","MMMBop",8,"Then you turn your back and they're gone so fast","1990s"
"3878","1998","""MMMBop""","Hanson","MMMBop",9,"Oh yeah","1990s"
"3879","1998","""MMMBop""","Hanson","MMMBop",10,"And they're gone so fast, yeah, yeah, oh","1990s"
"3880","1998","""MMMBop""","Hanson","MMMBop",11,"So hold on the ones who really care","1990s"
"3881","1998","""MMMBop""","Hanson","MMMBop",12,"In the end they'll be the only ones there","1990s"
"3882","1998","""MMMBop""","Hanson","MMMBop",13,"And when you get old and start losing your hair","1990s"
"3883","1998","""MMMBop""","Hanson","MMMBop",14,"Can you tell me who will still care?","1990s"
"3884","1998","""MMMBop""","Hanson","MMMBop",15,"Can you tell me who will still care?","1990s"
"3885","1998","""MMMBop""","Hanson","MMMBop",16,"Oh oh","1990s"
"3886","1998","""MMMBop""","Hanson","MMMBop",17,"Okay, yeah","1990s"
"3887","1998","""MMMBop""","Hanson","MMMBop",18,"Mmm bop, ba duba dop","1990s"
"3888","1998","""MMMBop""","Hanson","MMMBop",19,"Ba du bop, ba duba dop","1990s"
"3889","1998","""MMMBop""","Hanson","MMMBop",20,"Ba du bop, ba duba dop","1990s"
"3890","1998","""MMMBop""","Hanson","MMMBop",21,"Ba du, yeah, yeah","1990s"
"3891","1998","""MMMBop""","Hanson","MMMBop",22,"Mmm bop, ba duba dop","1990s"
"3892","1998","""MMMBop""","Hanson","MMMBop",23,"Ba du bop, ba du dop","1990s"
"3893","1998","""MMMBop""","Hanson","MMMBop",24,"Ba du bop, ba du dop","1990s"
"3894","1998","""MMMBop""","Hanson","MMMBop",25,"Ba du, yeah, yeah","1990s"
"3895","1998","""MMMBop""","Hanson","MMMBop",26,"Said oh yeah","1990s"
"3896","1998","""MMMBop""","Hanson","MMMBop",27,"In an mmm bop they're gone","1990s"
"3897","1998","""MMMBop""","Hanson","MMMBop",28,"Yeah, yeah","1990s"
"3898","1998","""MMMBop""","Hanson","MMMBop",29,"Yeah, yeah","1990s"
"3899","1998","""MMMBop""","Hanson","MMMBop",30,"Plant a seed, plant a flower, plant a rose","1990s"
"3900","1998","""MMMBop""","Hanson","MMMBop",31,"You can plant any one of those","1990s"
"3901","1998","""MMMBop""","Hanson","MMMBop",32,"Keep planting to find out which one grows","1990s"
"3902","1998","""MMMBop""","Hanson","MMMBop",33,"It's a secret no one knows","1990s"
"3903","1998","""MMMBop""","Hanson","MMMBop",34,"It's a secret no one knows","1990s"
"3904","1998","""MMMBop""","Hanson","MMMBop",35,"No one knows","1990s"
"3905","1998","""MMMBop""","Hanson","MMMBop",36,"Mmm bop, ba duba dop","1990s"
"3906","1998","""MMMBop""","Hanson","MMMBop",37,"Ba du bop, ba duba dop","1990s"
"3907","1998","""MMMBop""","Hanson","MMMBop",38,"Ba du bop, ba duba dop","1990s"
"3908","1998","""MMMBop""","Hanson","MMMBop",39,"Ba du, yeah, yeah","1990s"
"3909","1998","""MMMBop""","Hanson","MMMBop",40,"Mmm bop, ba duba dop","1990s"
"3910","1998","""MMMBop""","Hanson","MMMBop",41,"Ba du bop, ba du dop","1990s"
"3911","1998","""MMMBop""","Hanson","MMMBop",42,"Ba du bop, ba du dop","1990s"
"3912","1998","""MMMBop""","Hanson","MMMBop",43,"Ba du, yeah, yeah","1990s"
"3913","1998","""MMMBop""","Hanson","MMMBop",44,"In an mmm bop they're gone","1990s"
"3914","1998","""MMMBop""","Hanson","MMMBop",45,"In an mmmbop they're not there","1990s"
"3915","1998","""MMMBop""","Hanson","MMMBop",46,"In an mmmbop they're gone","1990s"
"3916","1998","""MMMBop""","Hanson","MMMBop",47,"In an mmmbop they're not there","1990s"
"3917","1998","""MMMBop""","Hanson","MMMBop",48,"Until you lose your hair, oh","1990s"
"3918","1998","""MMMBop""","Hanson","MMMBop",49,"But you don't care","1990s"
"3919","1998","""MMMBop""","Hanson","MMMBop",50,"And you're sayin'","1990s"
"3920","1998","""MMMBop""","Hanson","MMMBop",51,"Mmm bop, ba duba dop","1990s"
"3921","1998","""MMMBop""","Hanson","MMMBop",52,"Ba du bop, ba duba dop","1990s"
"3922","1998","""MMMBop""","Hanson","MMMBop",53,"Ba du bop, ba duba dop","1990s"
"3923","1998","""MMMBop""","Hanson","MMMBop",54,"Ba du, yeah, yeah","1990s"
"3924","1998","""MMMBop""","Hanson","MMMBop",55,"Mmm bop, ba duba dop","1990s"
"3925","1998","""MMMBop""","Hanson","MMMBop",56,"Ba du bop, ba du dop","1990s"
"3926","1998","""MMMBop""","Hanson","MMMBop",57,"Ba du bop, ba du dop","1990s"
"3927","1998","""MMMBop""","Hanson","MMMBop",58,"Ba du, ee-yeah","1990s"
"3928","1998","""MMMBop""","Hanson","MMMBop",59,"Can you tell me? Oh","1990s"
"3929","1998","""MMMBop""","Hanson","MMMBop",60,"No, you can't 'cause you don't know","1990s"
"3930","1998","""MMMBop""","Hanson","MMMBop",61,"Can you tell me? Oh yeah","1990s"
"3931","1998","""MMMBop""","Hanson","MMMBop",62,"You say you can but you don't know","1990s"
"3932","1998","""MMMBop""","Hanson","MMMBop",63,"Can you tell me, oh","1990s"
"3933","1998","""MMMBop""","Hanson","MMMBop",64,"(Which flower's going to grow?)","1990s"
"3934","1998","""MMMBop""","Hanson","MMMBop",65,"No, you can't 'cause you don't know","1990s"
"3935","1998","""MMMBop""","Hanson","MMMBop",66,"Can you tell me","1990s"
"3936","1998","""MMMBop""","Hanson","MMMBop",67,"(If it's going to be a daisy or a rose?)","1990s"
"3937","1998","""MMMBop""","Hanson","MMMBop",68,"You say you can but you don't know","1990s"
"3938","1998","""MMMBop""","Hanson","MMMBop",69,"Can you tell me? Oh","1990s"
"3939","1998","""MMMBop""","Hanson","MMMBop",70,"(Which flower's going to grow?)","1990s"
"3940","1998","""MMMBop""","Hanson","MMMBop",71,"No, you can't 'cause you don't know","1990s"
"3941","1998","""MMMBop""","Hanson","MMMBop",72,"Can you tell me?","1990s"
"3942","1998","""MMMBop""","Hanson","MMMBop",73,"You say you can but you don't know","1990s"
"3943","1998","""MMMBop""","Hanson","MMMBop",74,"Say you can but you don't know","1990s"
"3944","1998","""MMMBop""","Hanson","MMMBop",75,"You don't know","1990s"
"3945","1998","""MMMBop""","Hanson","MMMBop",76,"Don't know","1990s"
"3946","1998","""MMMBop""","Hanson","MMMBop",77,"Mmm bop","1990s"
"3947","1998","""MMMBop""","Hanson","MMMBop",78,"Du bop","1990s"
"3948","1998","""MMMBop""","Hanson","MMMBop",79,"Du bop","1990s"
"3949","1998","""MMMBop""","Hanson","MMMBop",80,"Du, yeah, yeah","1990s"
"3950","1998","""MMMBop""","Hanson","MMMBop",81,"Mmm bop oh yeah","1990s"
"3951","1998","""MMMBop""","Hanson","MMMBop",82,"Du bop","1990s"
"3952","1998","""MMMBop""","Hanson","MMMBop",83,"Du bop","1990s"
"3953","1998","""MMMBop""","Hanson","MMMBop",84,"Du, oh oh","1990s"
"3954","1998","""MMMBop""","Hanson","MMMBop",85,"Mmm bop, ba duba dop","1990s"
"3955","1998","""MMMBop""","Hanson","MMMBop",86,"Ba du bop, ba duba dop","1990s"
"3956","1998","""MMMBop""","Hanson","MMMBop",87,"Ba du bop, ba duba dop","1990s"
"3957","1998","""MMMBop""","Hanson","MMMBop",88,"Ba du, yeah, yeah","1990s"
"3958","1998","""MMMBop""","Hanson","MMMBop",89,"Mmm bop, ba duba dop","1990s"
"3959","1998","""MMMBop""","Hanson","MMMBop",90,"Ba du bop, ba du dop","1990s"
"3960","1998","""MMMBop""","Hanson","MMMBop",91,"Ba du bop, ba du dop","1990s"
"3961","1998","""MMMBop""","Hanson","MMMBop",92,"Ba du, ergh","1990s"
"3962","1998","""MMMBop""","Hanson","MMMBop",93,"Mmm bop, ba duba dop","1990s"
"3963","1998","""MMMBop""","Hanson","MMMBop",94,"Ba du bop, ba duba dop","1990s"
"3964","1998","""MMMBop""","Hanson","MMMBop",95,"Ba du bop, ba duba dop","1990s"
"3965","1998","""MMMBop""","Hanson","MMMBop",96,"Ba du, oh oh","1990s"
"3966","1998","""MMMBop""","Hanson","MMMBop",97,"Mmm bop, ba duba dop","1990s"
"3967","1998","""MMMBop""","Hanson","MMMBop",98,"Ba du bop, ba du dop","1990s"
"3968","1998","""MMMBop""","Hanson","MMMBop",99,"Ba du bop, ba du dop","1990s"
"3969","1998","""MMMBop""","Hanson","MMMBop",100,"Ba du, oh yeah, yeah","1990s"
"3970","1998","""MMMBop""","Hanson","MMMBop",101,"Can you tell me? Oh","1990s"
"3971","1998","""MMMBop""","Hanson","MMMBop",102,"No, you can't 'cause you don't know","1990s"
"3972","1998","""MMMBop""","Hanson","MMMBop",103,"Can you tell me? Oh yeah","1990s"
"3973","1998","""MMMBop""","Hanson","MMMBop",104,"You say you can but you don't know","1990s"
"3974","1998","""MMMBop""","Hanson","MMMBop",105,"You say you can but you don't know","1990s"
"3975","1998","""MMMBop""","Hanson","MMMBop",106,"No","1990s"
"3976","1998","""Where Have All the Cowboys Gone?""","Paula Cole","Where Have All the Cowboys Gone?",1,"One, two, three, four","1990s"
"3977","1998","""Where Have All the Cowboys Gone?""","Paula Cole","Where Have All the Cowboys Gone?",2,"Oh, you get me ready","1990s"
"3978","1998","""Where Have All the Cowboys Gone?""","Paula Cole","Where Have All the Cowboys Gone?",3,"In your '56 Chevy","1990s"
"3979","1998","""Where Have All the Cowboys Gone?""","Paula Cole","Where Have All the Cowboys Gone?",4,"Why don't we go sit down in the shade?","1990s"
"3980","1998","""Where Have All the Cowboys Gone?""","Paula Cole","Where Have All the Cowboys Gone?",5,"Take shelter on my front porch","1990s"
"3981","1998","""Where Have All the Cowboys Gone?""","Paula Cole","Where Have All the Cowboys Gone?",6,"The dandelion sun scorching","1990s"
"3982","1998","""Where Have All the Cowboys Gone?""","Paula Cole","Where Have All the Cowboys Gone?",7,"Like a glass of cold lemonade","1990s"
"3983","1998","""Where Have All the Cowboys Gone?""","Paula Cole","Where Have All the Cowboys Gone?",8,"I will do the laundry","1990s"
"3984","1998","""Where Have All the Cowboys Gone?""","Paula Cole","Where Have All the Cowboys Gone?",9,"If you pay all the bills","1990s"
"3985","1998","""Where Have All the Cowboys Gone?""","Paula Cole","Where Have All the Cowboys Gone?",10,"Where is my John Wayne?","1990s"
"3986","1998","""Where Have All the Cowboys Gone?""","Paula Cole","Where Have All the Cowboys Gone?",11,"Where is my prairie song?","1990s"
"3987","1998","""Where Have All the Cowboys Gone?""","Paula Cole","Where Have All the Cowboys Gone?",12,"Where is my happy ending?","1990s"
"3988","1998","""Where Have All the Cowboys Gone?""","Paula Cole","Where Have All the Cowboys Gone?",13,"Where have all the cowboys gone?","1990s"
"3989","1998","""Where Have All the Cowboys Gone?""","Paula Cole","Where Have All the Cowboys Gone?",14,"Why don't you stay the evening?","1990s"
"3990","1998","""Where Have All the Cowboys Gone?""","Paula Cole","Where Have All the Cowboys Gone?",15,"Kick back and watch the TV","1990s"
"3991","1998","""Where Have All the Cowboys Gone?""","Paula Cole","Where Have All the Cowboys Gone?",16,"And I'll fix a little something to eat","1990s"
"3992","1998","""Where Have All the Cowboys Gone?""","Paula Cole","Where Have All the Cowboys Gone?",17,"Oh, I know your back hurts","1990s"
"3993","1998","""Where Have All the Cowboys Gone?""","Paula Cole","Where Have All the Cowboys Gone?",18,"From working on the tractor","1990s"
"3994","1998","""Where Have All the Cowboys Gone?""","Paula Cole","Where Have All the Cowboys Gone?",19,"How do you take your coffee, my sweet?","1990s"
"3995","1998","""Where Have All the Cowboys Gone?""","Paula Cole","Where Have All the Cowboys Gone?",20,"I will raise the children","1990s"
"3996","1998","""Where Have All the Cowboys Gone?""","Paula Cole","Where Have All the Cowboys Gone?",21,"If you pay all the bills","1990s"
"3997","1998","""Where Have All the Cowboys Gone?""","Paula Cole","Where Have All the Cowboys Gone?",22,"Where is my John Wayne?","1990s"
"3998","1998","""Where Have All the Cowboys Gone?""","Paula Cole","Where Have All the Cowboys Gone?",23,"Where is my prairie song?","1990s"
"3999","1998","""Where Have All the Cowboys Gone?""","Paula Cole","Where Have All the Cowboys Gone?",24,"Where is my happy ending?","1990s"
"4000","1998","""Where Have All the Cowboys Gone?""","Paula Cole","Where Have All the Cowboys Gone?",25,"Where have all the cowboys gone?","1990s"
"4001","1998","""Where Have All the Cowboys Gone?""","Paula Cole","Where Have All the Cowboys Gone?",26,"I am wearing my new dress tonight","1990s"
"4002","1998","""Where Have All the Cowboys Gone?""","Paula Cole","Where Have All the Cowboys Gone?",27,"But you don't, but you don't even notice me","1990s"
"4003","1998","""Where Have All the Cowboys Gone?""","Paula Cole","Where Have All the Cowboys Gone?",28,"Say our goodbyes","1990s"
"4004","1998","""Where Have All the Cowboys Gone?""","Paula Cole","Where Have All the Cowboys Gone?",29,"Say our goodbyes","1990s"
"4005","1998","""Where Have All the Cowboys Gone?""","Paula Cole","Where Have All the Cowboys Gone?",30,"Say our goodbyes","1990s"
"4006","1998","""Where Have All the Cowboys Gone?""","Paula Cole","Where Have All the Cowboys Gone?",31,"We finally sell the Chevy","1990s"
"4007","1998","""Where Have All the Cowboys Gone?""","Paula Cole","Where Have All the Cowboys Gone?",32,"When we had another baby","1990s"
"4008","1998","""Where Have All the Cowboys Gone?""","Paula Cole","Where Have All the Cowboys Gone?",33,"And you took that job in Tennessee","1990s"
"4009","1998","""Where Have All the Cowboys Gone?""","Paula Cole","Where Have All the Cowboys Gone?",34,"You made friends at the farm","1990s"
"4010","1998","""Where Have All the Cowboys Gone?""","Paula Cole","Where Have All the Cowboys Gone?",35,"And you join them at the bar","1990s"
"4011","1998","""Where Have All the Cowboys Gone?""","Paula Cole","Where Have All the Cowboys Gone?",36,"Almost every single day of the week","1990s"
"4012","1998","""Where Have All the Cowboys Gone?""","Paula Cole","Where Have All the Cowboys Gone?",37,"I will wash the dishes","1990s"
"4013","1998","""Where Have All the Cowboys Gone?""","Paula Cole","Where Have All the Cowboys Gone?",38,"While you go have a beer","1990s"
"4014","1998","""Where Have All the Cowboys Gone?""","Paula Cole","Where Have All the Cowboys Gone?",39,"Where is my John Wayne?","1990s"
"4015","1998","""Where Have All the Cowboys Gone?""","Paula Cole","Where Have All the Cowboys Gone?",40,"Where is my prairie song?","1990s"
"4016","1998","""Where Have All the Cowboys Gone?""","Paula Cole","Where Have All the Cowboys Gone?",41,"Where is my happy ending?","1990s"
"4017","1998","""Where Have All the Cowboys Gone?""","Paula Cole","Where Have All the Cowboys Gone?",42,"Where have all the cowboys gone?","1990s"
"4018","1998","""Where Have All the Cowboys Gone?""","Paula Cole","Where Have All the Cowboys Gone?",43,"Where is my Marlboro Man?","1990s"
"4019","1998","""Where Have All the Cowboys Gone?""","Paula Cole","Where Have All the Cowboys Gone?",44,"Where is his shiny gun?","1990s"
"4020","1998","""Where Have All the Cowboys Gone?""","Paula Cole","Where Have All the Cowboys Gone?",45,"Where is my lonely ranger?","1990s"
"4021","1998","""Where Have All the Cowboys Gone?""","Paula Cole","Where Have All the Cowboys Gone?",46,"Where have all the cowboys gone?","1990s"
"4022","1998","""Where Have All the Cowboys Gone?""","Paula Cole","Where Have All the Cowboys Gone?",47,"Where have all the cowboys gone?","1990s"
"4023","1998","""Where Have All the Cowboys Gone?""","Paula Cole","Where Have All the Cowboys Gone?",48,"Where have all the cowboys gone?","1990s"
"4024","1999","""My Heart Will Go On""","Celine Dion","My Heart Will Go On",1,"Every night in my dreams","1990s"
"4025","1999","""My Heart Will Go On""","Celine Dion","My Heart Will Go On",2,"I see you, I feel you","1990s"
"4026","1999","""My Heart Will Go On""","Celine Dion","My Heart Will Go On",3,"That is how I know you go on","1990s"
"4027","1999","""My Heart Will Go On""","Celine Dion","My Heart Will Go On",4,"Far across the distance","1990s"
"4028","1999","""My Heart Will Go On""","Celine Dion","My Heart Will Go On",5,"And spaces between us","1990s"
"4029","1999","""My Heart Will Go On""","Celine Dion","My Heart Will Go On",6,"You have come to show you go on","1990s"
"4030","1999","""My Heart Will Go On""","Celine Dion","My Heart Will Go On",7,"Near, far, wherever you are","1990s"
"4031","1999","""My Heart Will Go On""","Celine Dion","My Heart Will Go On",8,"I believe that the heart does go on","1990s"
"4032","1999","""My Heart Will Go On""","Celine Dion","My Heart Will Go On",9,"Once more, you open the door","1990s"
"4033","1999","""My Heart Will Go On""","Celine Dion","My Heart Will Go On",10,"And you're here in my heart","1990s"
"4034","1999","""My Heart Will Go On""","Celine Dion","My Heart Will Go On",11,"And my heart will go on and on","1990s"
"4035","1999","""My Heart Will Go On""","Celine Dion","My Heart Will Go On",12,"Love can touch us one time","1990s"
"4036","1999","""My Heart Will Go On""","Celine Dion","My Heart Will Go On",13,"And last for a lifetime","1990s"
"4037","1999","""My Heart Will Go On""","Celine Dion","My Heart Will Go On",14,"And never let go 'til we're gone","1990s"
"4038","1999","""My Heart Will Go On""","Celine Dion","My Heart Will Go On",15,"Love was when I loved you","1990s"
"4039","1999","""My Heart Will Go On""","Celine Dion","My Heart Will Go On",16,"One true time I'd hold to","1990s"
"4040","1999","""My Heart Will Go On""","Celine Dion","My Heart Will Go On",17,"In my life, we'll always go on","1990s"
"4041","1999","""My Heart Will Go On""","Celine Dion","My Heart Will Go On",18,"Near, far, wherever you are","1990s"
"4042","1999","""My Heart Will Go On""","Celine Dion","My Heart Will Go On",19,"I believe that the heart does go on","1990s"
"4043","1999","""My Heart Will Go On""","Celine Dion","My Heart Will Go On",20,"Once more, you open the door","1990s"
"4044","1999","""My Heart Will Go On""","Celine Dion","My Heart Will Go On",21,"And you're here in my heart","1990s"
"4045","1999","""My Heart Will Go On""","Celine Dion","My Heart Will Go On",22,"And my heart will go on and on","1990s"
"4046","1999","""My Heart Will Go On""","Celine Dion","My Heart Will Go On",23,"You're here, there's nothing I fear","1990s"
"4047","1999","""My Heart Will Go On""","Celine Dion","My Heart Will Go On",24,"And I know that my heart will go on","1990s"
"4048","1999","""My Heart Will Go On""","Celine Dion","My Heart Will Go On",25,"We'll stay forever this way","1990s"
"4049","1999","""My Heart Will Go On""","Celine Dion","My Heart Will Go On",26,"You are safe in my heart","1990s"
"4050","1999","""My Heart Will Go On""","Celine Dion","My Heart Will Go On",27,"And my heart will go on and on","1990s"
"4051","1999","""The Boy Is Mine""","Brandy & Monica","The Boy Is Mine",1,"The boy is mine","1990s"
"4052","1999","""The Boy Is Mine""","Brandy & Monica","The Boy Is Mine",2,"The boy is mine","1990s"
"4053","1999","""The Boy Is Mine""","Brandy & Monica","The Boy Is Mine",3,"The boy is mine","1990s"
"4054","1999","""The Boy Is Mine""","Brandy & Monica","The Boy Is Mine",4,"The boy is mine","1990s"
"4055","1999","""The Boy Is Mine""","Brandy & Monica","The Boy Is Mine",5,"The boy is mine","1990s"
"4056","1999","""The Boy Is Mine""","Brandy & Monica","The Boy Is Mine",6,"- Excuse me, can I please talk to you for a minute?","1990s"
"4057","1999","""The Boy Is Mine""","Brandy & Monica","The Boy Is Mine",7,"- Uh-huh, sure. You know, you look kinda familiar","1990s"
"4058","1999","""The Boy Is Mine""","Brandy & Monica","The Boy Is Mine",8,"- Yeah, you do too. But um, I just wanted to know, do you know somebody named...? You, you know his name","1990s"
"4059","1999","""The Boy Is Mine""","Brandy & Monica","The Boy Is Mine",9,"- Oh yeah, definitely. I know his name","1990s"
"4060","1999","""The Boy Is Mine""","Brandy & Monica","The Boy Is Mine",10,"- Well, I just want to let you that he's mine","1990s"
"4061","1999","""The Boy Is Mine""","Brandy & Monica","The Boy Is Mine",11,"- Ha-ha. No, no. He's mine!","1990s"
"4062","1999","""The Boy Is Mine""","Brandy & Monica","The Boy Is Mine",12,"You need to give it up","1990s"
"4063","1999","""The Boy Is Mine""","Brandy & Monica","The Boy Is Mine",13,"Had about enough","1990s"
"4064","1999","""The Boy Is Mine""","Brandy & Monica","The Boy Is Mine",14,"It's not hard to see","1990s"
"4065","1999","""The Boy Is Mine""","Brandy & Monica","The Boy Is Mine",15,"The boy is mine","1990s"
"4066","1999","""The Boy Is Mine""","Brandy & Monica","The Boy Is Mine",16,"I'm sorry that you","1990s"
"4067","1999","""The Boy Is Mine""","Brandy & Monica","The Boy Is Mine",17,"Seem to be confused","1990s"
"4068","1999","""The Boy Is Mine""","Brandy & Monica","The Boy Is Mine",18,"He belongs to me","1990s"
"4069","1999","""The Boy Is Mine""","Brandy & Monica","The Boy Is Mine",19,"The boy is mine","1990s"
"4070","1999","""The Boy Is Mine""","Brandy & Monica","The Boy Is Mine",20,"I think it's time we got this straight","1990s"
"4071","1999","""The Boy Is Mine""","Brandy & Monica","The Boy Is Mine",21,"Let's sit and talk face to face","1990s"
"4072","1999","""The Boy Is Mine""","Brandy & Monica","The Boy Is Mine",22,"There is no way you could mistake","1990s"
"4073","1999","""The Boy Is Mine""","Brandy & Monica","The Boy Is Mine",23,"Him for your man, are you insane?","1990s"
"4074","1999","""The Boy Is Mine""","Brandy & Monica","The Boy Is Mine",24,"You see, I know that you may be","1990s"
"4075","1999","""The Boy Is Mine""","Brandy & Monica","The Boy Is Mine",25,"Just a bit jealous of me","1990s"
"4076","1999","""The Boy Is Mine""","Brandy & Monica","The Boy Is Mine",26,"But you're blind if you can't see","1990s"
"4077","1999","""The Boy Is Mine""","Brandy & Monica","The Boy Is Mine",27,"That his love is all in me","1990s"
"4078","1999","""The Boy Is Mine""","Brandy & Monica","The Boy Is Mine",28,"You see, I tried to hesitate","1990s"
"4079","1999","""The Boy Is Mine""","Brandy & Monica","The Boy Is Mine",29,"I didn't wanna say what he told me","1990s"
"4080","1999","""The Boy Is Mine""","Brandy & Monica","The Boy Is Mine",30,"He said without me, he couldn't make it","1990s"
"4081","1999","""The Boy Is Mine""","Brandy & Monica","The Boy Is Mine",31,"Through the day, ain't that a shame?","1990s"
"4082","1999","""The Boy Is Mine""","Brandy & Monica","The Boy Is Mine",32,"But maybe you misunderstood'Cause I can't see how he could","1990s"
"4083","1999","""The Boy Is Mine""","Brandy & Monica","The Boy Is Mine",33,"Wanna change something that's so good","1990s"
"4084","1999","""The Boy Is Mine""","Brandy & Monica","The Boy Is Mine",34,"All my love was all it took (The boy is mine)","1990s"
"4085","1999","""The Boy Is Mine""","Brandy & Monica","The Boy Is Mine",35,"You need to give it up","1990s"
"4086","1999","""The Boy Is Mine""","Brandy & Monica","The Boy Is Mine",36,"Had about enough (Enough)","1990s"
"4087","1999","""The Boy Is Mine""","Brandy & Monica","The Boy Is Mine",37,"It's not hard to see (Oh)","1990s"
"4088","1999","""The Boy Is Mine""","Brandy & Monica","The Boy Is Mine",38,"The boy is mine (Boy is mine)","1990s"
"4089","1999","""The Boy Is Mine""","Brandy & Monica","The Boy Is Mine",39,"I'm sorry that you (Sorry that you)","1990s"
"4090","1999","""The Boy Is Mine""","Brandy & Monica","The Boy Is Mine",40,"Seem to be confused (Confused)","1990s"
"4091","1999","""The Boy Is Mine""","Brandy & Monica","The Boy Is Mine",41,"He belongs to me (Oh)","1990s"
"4092","1999","""The Boy Is Mine""","Brandy & Monica","The Boy Is Mine",42,"The boy is mine","1990s"
"4093","1999","""The Boy Is Mine""","Brandy & Monica","The Boy Is Mine",43,"Must you do the things you do?","1990s"
"4094","1999","""The Boy Is Mine""","Brandy & Monica","The Boy Is Mine",44,"You keep on acting like a fool","1990s"
"4095","1999","""The Boy Is Mine""","Brandy & Monica","The Boy Is Mine",45,"You need to know it's me, not you","1990s"
"4096","1999","""The Boy Is Mine""","Brandy & Monica","The Boy Is Mine",46,"And if you didn't know it, girl, it's true","1990s"
"4097","1999","""The Boy Is Mine""","Brandy & Monica","The Boy Is Mine",47,"I think that you should realize","1990s"
"4098","1999","""The Boy Is Mine""","Brandy & Monica","The Boy Is Mine",48,"And try to understand why","1990s"
"4099","1999","""The Boy Is Mine""","Brandy & Monica","The Boy Is Mine",49,"He is a part of my life","1990s"
"4100","1999","""The Boy Is Mine""","Brandy & Monica","The Boy Is Mine",50,"I know it's killing you inside","1990s"
"4101","1999","""The Boy Is Mine""","Brandy & Monica","The Boy Is Mine",51,"You can say what you wanna say","1990s"
"4102","1999","""The Boy Is Mine""","Brandy & Monica","The Boy Is Mine",52,"What we have, you can't take","1990s"
"4103","1999","""The Boy Is Mine""","Brandy & Monica","The Boy Is Mine",53,"From the truth, you can't escape","1990s"
"4104","1999","""The Boy Is Mine""","Brandy & Monica","The Boy Is Mine",54,"I can tell the real from the fake","1990s"
"4105","1999","""The Boy Is Mine""","Brandy & Monica","The Boy Is Mine",55,"When will you get the picture?","1990s"
"4106","1999","""The Boy Is Mine""","Brandy & Monica","The Boy Is Mine",56,"You're the past, I'm the future","1990s"
"4107","1999","""The Boy Is Mine""","Brandy & Monica","The Boy Is Mine",57,"Get away, it's my time to shine","1990s"
"4108","1999","""The Boy Is Mine""","Brandy & Monica","The Boy Is Mine",58,"If you didn't know, the boy is mine, oh (The boy is mine, oh-oh)","1990s"
"4109","1999","""The Boy Is Mine""","Brandy & Monica","The Boy Is Mine",59,"You need to give it up","1990s"
"4110","1999","""The Boy Is Mine""","Brandy & Monica","The Boy Is Mine",60,"Had about enough (Enough)","1990s"
"4111","1999","""The Boy Is Mine""","Brandy & Monica","The Boy Is Mine",61,"It's not hard to see (To see)","1990s"
"4112","1999","""The Boy Is Mine""","Brandy & Monica","The Boy Is Mine",62,"The boy is mine (The boy is mine)","1990s"
"4113","1999","""The Boy Is Mine""","Brandy & Monica","The Boy Is Mine",63,"I'm sorry that you (Sorry that you)","1990s"
"4114","1999","""The Boy Is Mine""","Brandy & Monica","The Boy Is Mine",64,"Seem to be confused (Seem to be confused)","1990s"
"4115","1999","""The Boy Is Mine""","Brandy & Monica","The Boy Is Mine",65,"He belongs to me (He belongs to me)","1990s"
"4116","1999","""The Boy Is Mine""","Brandy & Monica","The Boy Is Mine",66,"The boy is mine (The boy is mine)","1990s"
"4117","1999","""The Boy Is Mine""","Brandy & Monica","The Boy Is Mine",67,"You need to give it up (Ooh)","1990s"
"4118","1999","""The Boy Is Mine""","Brandy & Monica","The Boy Is Mine",68,"Had about enough (Had about enough)","1990s"
"4119","1999","""The Boy Is Mine""","Brandy & Monica","The Boy Is Mine",69,"It's not hard to see","1990s"
"4120","1999","""The Boy Is Mine""","Brandy & Monica","The Boy Is Mine",70,"The boy is mine (He's mine, he's mine, he's mine, he's mine)","1990s"
"4121","1999","""The Boy Is Mine""","Brandy & Monica","The Boy Is Mine",71,"I'm sorry that you (I'm so sorry)","1990s"
"4122","1999","""The Boy Is Mine""","Brandy & Monica","The Boy Is Mine",72,"Seem to be confused (You seem to be confused)","1990s"
"4123","1999","""The Boy Is Mine""","Brandy & Monica","The Boy Is Mine",73,"He belongs to me (He belongs to me)","1990s"
"4124","1999","""The Boy Is Mine""","Brandy & Monica","The Boy Is Mine",74,"The boy is mine","1990s"
"4125","1999","""The Boy Is Mine""","Brandy & Monica","The Boy Is Mine",75,"I can't destroy this love I've found","1990s"
"4126","1999","""The Boy Is Mine""","Brandy & Monica","The Boy Is Mine",76,"Your silly games, I won't allow","1990s"
